GENE,Lt_node,Lt_paralog,Lt_event,St_node
0001,'Lost-8_0',0,Loss,8
0001,'Lost-27_0',0,Loss,27
0001,2,0,Sp,28
0001,'16_0',0,Leaf,'16'
0001,'Lost-30_0',0,Loss,30
0001,5,0,Sp,31
0001,'Lost-36_0',0,Loss,36
0001,'Lost-34_5',5,Loss,34
0001,'9_5',5,Leaf,'9'
0001,9,5,Sp,36
0001,10,0,Dup,36
0001,11,0,Sp,37
0001,'Lost-40_0',0,Loss,40
0001,13,0,Sp,41
0001,'16_2',2,Leaf,'16'
0001,'Lost-29_3',3,Loss,29
0001,16,2,Dup,'16'
0001,'2_2',2,Leaf,'2'
0001,'2_4',4,Leaf,'2'
0001,19,2,Dup,'2'
0001,20,2,Sp,31
0001,'3_2',2,Leaf,'3'
0001,'21_2',2,Leaf,'21'
0001,23,2,Sp,34
0001,'9_2',2,Leaf,'9'
0001,'9_6',6,Leaf,'9'
0001,26,2,Dup,'9'
0001,27,2,Sp,36
0001,28,2,Sp,37
0001,'7_2',2,Leaf,'7'
0001,'Lost-39_2',2,Loss,39
0001,31,2,Sp,40
0001,'Lost-40_7',7,Loss,40
0001,33,2,Dup,40
0001,34,2,Sp,41
0001,35,0,Dup,41
0001,36,0,Sp,42
0001,'Lost-42_1',1,Loss,42
0001,38,0,Dup,42
0001,'Lost-47_0',0,Loss,47
0001,40,0,Sp,48
0002,'15_0',0,Leaf,'15'
0002,'8_0',0,Leaf,'8'
0002,2,0,Sp,2
0002,'20_0',0,Leaf,'20'
0002,'Lost-4_0',0,Loss,4
0002,'4_0',0,Leaf,'4'
0002,'4_2',2,Leaf,'4'
0002,7,0,Dup,'4'
0002,8,0,Sp,6
0002,'13_1',1,Leaf,'13'
0002,'4_1',1,Leaf,'4'
0002,11,1,Sp,6
0002,12,0,Dup,6
0002,13,0,Sp,7
0002,14,0,Sp,8
0002,'6_0',0,Leaf,'6'
0002,'1_0',0,Leaf,'1'
0002,17,0,Sp,11
0002,'5_0',0,Leaf,'5'
0002,19,0,Sp,13
0002,'12_0',0,Leaf,'12'
0002,'11_0',0,Leaf,'11'
0002,'22_0',0,Leaf,'22'
0002,23,0,Sp,17
0002,24,0,Sp,18
0002,'17_0',0,Leaf,'17'
0002,'14_0',0,Leaf,'14'
0002,27,0,Sp,21
0002,'18_0',0,Leaf,'18'
0002,29,0,Sp,23
0002,'Lost-19_4',4,Loss,19
0002,'14_4',4,Leaf,'14'
0002,32,4,Sp,21
0002,'18_4',4,Leaf,'18'
0002,34,4,Sp,23
0002,35,0,Dup,23
0002,36,0,Sp,24
0002,'12_3',3,Leaf,'12'
0002,'11_3',3,Leaf,'11'
0002,'22_3',3,Leaf,'22'
0002,40,3,Sp,17
0002,41,3,Sp,18
0002,'Lost-19_3',3,Loss,19
0002,'14_3',3,Leaf,'14'
0002,44,3,Sp,21
0002,'18_3',3,Leaf,'18'
0002,46,3,Sp,23
0002,47,3,Sp,24
0002,48,0,Dup,24
