GENE,Gt_node,Lt_node,Lt_paralog
0001,'15_0_0','15_0',0
0001,'12_13_0','12_13',13
0001,'20_13_0','20_13',13
0001,'23_13_0','23_13',13
0001,4,44,13
0001,5,45,13
0001,'20_0_0','20_0',0
0001,'12_0_0','12_0',0
0001,'23_0_0','23_0',0
0001,9,40,0
0001,10,40,0
0001,11,46,0
0001,12,47,0
0001,'4_14_0','4_14',14
0001,'21_14_0','21_14',14
0001,15,53,14
0001,'21_0_0','21_0',0
0001,'4_0_0','4_0',0
0001,18,50,0
0001,19,54,0
0001,20,55,0
0001,'11_0_0','11_0',0
0001,'25_0_0','25_0',0
0001,23,28,0
0001,'10_0_0','10_0',0
0001,'18_0_0','18_0',0
0001,26,31,0
0001,27,32,0
0001,28,57,0
0001,'14_15_0','14_15',15
0001,'14_7_0','14_7',7
0001,31,144,7
0001,'9_7_0','9_7',7
0001,33,145,7
0001,'22_9_0','22_9',9
0001,'22_7_0','22_7',7
0001,'17_7_0','17_7',7
0001,'7_7_0','7_7',7
0001,38,62,7
0001,'13_7_0','13_7',7
0001,'24_7_0','24_7',7
0001,41,69,7
0001,'5_7_0','5_7',7
0001,'8_7_0','8_7',7
0001,44,67,7
0001,45,69,7
0001,46,70,7
0001,47,74,7
0001,48,74,7
0001,'10_7_0','10_7',7
0001,'18_7_0','18_7',7
0001,51,82,7
0001,'19_7_0','19_7',7
0001,'25_7_0','25_7',7
0001,'11_7_0','11_7',7
0001,55,78,7
0001,56,79,7
0001,57,83,7
0001,58,84,7
0001,'16_10_0','16_10',10
0001,'6_10_0','6_10',10
0001,61,90,10
0001,'16_7_0','16_7',7
0001,'6_7_0','6_7',7
0001,64,87,7
0001,65,91,7
0001,'12_7_0','12_7',7
0001,'23_7_0','23_7',7
0001,68,97,7
0001,'20_7_0','20_7',7
0001,70,97,7
0001,'15_7_0','15_7',7
0001,72,98,7
0001,73,101,7
0001,74,102,7
0001,'6_11_0','6_11',11
0001,'16_8_0','16_8',8
0001,'6_8_0','6_8',8
0001,78,120,8
0001,79,124,8
0001,'4_8_0','4_8',8
0001,'21_8_0','21_8',8
0001,82,136,8
0001,'20_8_0','20_8',8
0001,'23_8_0','23_8',8
0001,85,131,8
0001,'12_8_0','12_8',8
0001,87,132,8
0001,'15_12_0','15_12',12
0001,89,133,8
0001,90,138,8
0001,91,138,8
0001,'8_8_0','8_8',8
0001,'5_8_0','5_8',8
0001,'24_8_0','24_8',8
0001,'13_8_0','13_8',8
0001,96,112,8
0001,97,112,8
0001,98,112,8
0001,'7_8_0','7_8',8
0001,'17_8_0','17_8',8
0001,101,105,8
0001,102,115,8
0001,'22_8_0','22_8',8
0001,104,115,8
0001,105,139,8
0001,106,140,7
0001,107,146,7
0001,108,147,0
0001,'1_0_0','1_0',0
0001,'1_4_0','1_4',4
0001,'2_4_0','2_4',4
0001,112,10,4
0001,'2_3_0','2_3',3
0001,'2_6_0','2_6',6
0001,115,6,3
0001,116,11,3
0001,117,12,0
0001,'2_1_0','2_1',1
0001,'1_1_0','1_1',1
0001,'2_5_0','2_5',5
0001,121,19,1
0001,122,19,1
0001,123,20,0
0001,'3_0_0','3_0',0
0001,125,22,0
0001,126,148,0
0002,'9_14_0','9_14',14
0002,'9_0_0','9_0',0
0002,2,90,0
0002,'14_0_0','14_0',0
0002,4,92,0
0002,'7_0_0','7_0',0
0002,'17_0_0','17_0',0
0002,7,5,0
0002,'22_0_0','22_0',0
0002,9,9,0
0002,'18_0_0','18_0',0
0002,'10_0_0','10_0',0
0002,12,17,0
0002,'19_0_0','19_0',0
0002,'11_0_0','11_0',0
0002,'25_0_0','25_0',0
0002,16,13,0
0002,17,14,0
0002,18,18,0
0002,'10_2_0','10_2',2
0002,'18_2_0','18_2',2
0002,21,36,2
0002,'19_2_0','19_2',2
0002,'11_2_0','11_2',2
0002,'25_2_0','25_2',2
0002,25,32,2
0002,26,33,2
0002,27,37,2
0002,'10_3_0','10_3',3
0002,'18_3_0','18_3',3
0002,30,26,3
0002,'11_3_0','11_3',3
0002,'19_3_0','19_3',3
0002,33,23,3
0002,'25_3_0','25_3',3
0002,35,23,3
0002,36,27,3
0002,37,38,0
0002,38,38,0
0002,39,39,0
0002,'16_6_0','16_6',6
0002,'6_6_0','6_6',6
0002,42,45,6
0002,'6_0_0','6_0',0
0002,'16_0_0','16_0',0
0002,45,42,0
0002,46,46,0
0002,'12_0_0','12_0',0
0002,'23_0_0','23_0',0
0002,'20_0_0','20_0',0
0002,50,60,0
0002,51,60,0
0002,52,86,0
0002,'21_0_0','21_0',0
0002,'15_8_0','15_8',8
0002,'20_9_0','20_9',9
0002,'23_9_0','23_9',9
0002,57,79,9
0002,'12_9_0','12_9',9
0002,59,80,9
0002,60,82,7
0002,'20_7_0','20_7',7
0002,'23_7_0','23_7',7
0002,'12_7_0','12_7',7
0002,64,73,7
0002,65,73,7
0002,66,82,7
0002,67,85,0
0002,'16_4_0','16_4',4
0002,'6_4_0','6_4',4
0002,70,49,4
0002,'6_5_0','6_5',5
0002,'16_5_0','16_5',5
0002,73,52,5
0002,74,53,4
0002,75,86,0
0002,76,86,0
0002,77,87,0
0002,78,95,0
0002,'14_13_0','14_13',13
0002,'14_16_0','14_16',16
0002,81,108,13
0002,'9_13_0','9_13',13
0002,'9_15_0','9_15',15
0002,84,105,13
0002,85,109,13
0002,'9_12_0','9_12',12
0002,'14_12_0','14_12',12
0002,88,102,12
0002,89,110,12
0002,90,113,0
0002,'3_0_0','3_0',0
0002,92,114,0
0003,'15_0_0','15_0',0
0003,'23_0_0','23_0',0
0003,'12_0_0','12_0',0
0003,3,16,0
0003,'20_0_0','20_0',0
0003,5,16,0
0003,'12_2_0','12_2',2
0003,'12_3_0','12_3',3
0003,'23_3_0','23_3',3
0003,'20_3_0','20_3',3
0003,10,27,3
0003,'23_4_0','23_4',4
0003,12,27,3
0003,13,28,3
0003,14,29,2
0003,'23_2_0','23_2',2
0003,16,29,2
0003,17,30,0
0003,18,31,0
0003,'21_0_0','21_0',0
0003,'4_0_0','4_0',0
0003,21,34,0
0003,22,35,0
0003,'1_1_0','1_1',1
0003,'1_0_0','1_0',0
0003,'2_0_0','2_0',0
0003,26,2,0
0003,27,6,0
0003,28,40,0
0004,'15_0_0','15_0',0
0004,'23_1_0','23_1',1
0004,'20_1_0','20_1',1
0004,3,17,1
0004,'12_1_0','12_1',1
0004,5,17,1
0004,'12_0_0','12_0',0
0004,'23_0_0','23_0',0
0004,8,12,0
0004,'20_0_0','20_0',0
0004,10,12,0
0004,11,18,0
0004,12,19,0
0004,'4_0_0','4_0',0
0004,'21_0_0','21_0',0
0004,15,22,0
0004,16,27,0
0004,'6_0_0','6_0',0
0004,'16_0_0','16_0',0
0004,19,6,0
0004,20,28,0
0005,'1_0_0','1_0',0
0005,'1_4_0','1_4',4
0005,'2_4_0','2_4',4
0005,3,5,4
0005,4,6,0
0005,'1_5_0','1_5',5
0005,'1_9_0','1_9',9
0005,7,16,5
0005,'2_5_0','2_5',5
0005,9,18,5
0005,'2_6_0','2_6',6
0005,'1_6_0','1_6',6
0005,12,21,6
0005,'1_7_0','1_7',7
0005,'2_7_0','2_7',7
0005,15,24,7
0005,16,25,6
0005,17,26,5
0005,'1_3_0','1_3',3
0005,'2_8_0','2_8',8
0005,'1_8_0','1_8',8
0005,21,35,8
0005,'2_3_0','2_3',3
0005,23,36,3
0005,24,36,3
0005,25,39,1
0005,'3_1_0','3_1',1
0005,27,39,1
0005,28,40,0
