GENE,Lt_node,Lt_paralog,Lt_event,St_node
0001,'Lost-40_0',0,Loss,40
0001,'6_0',0,Leaf,'6'
0001,'11_0',0,Leaf,'11'
0001,3,0,Sp,43
0001,4,0,Sp,44
0001,'Lost-47_0',0,Loss,47
0001,6,0,Sp,48
0002,'23_0',0,Leaf,'23'
0002,'17_0',0,Leaf,'17'
0002,2,0,Sp,2
0002,'Lost-7_0',0,Loss,7
0002,4,0,Sp,8
0002,'Lost-13_0',0,Loss,13
0002,'12_2',2,Leaf,'12'
0002,'14_2',2,Leaf,'14'
0002,'5_2',2,Leaf,'5'
0002,9,2,Sp,12
0002,10,2,Sp,13
0002,11,0,Dup,13
0002,'Lost-14_0',0,Loss,14
0002,13,0,Sp,15
0002,'2_0',0,Leaf,'2'
0002,'15_0',0,Leaf,'15'
0002,16,0,Sp,18
0002,17,0,Sp,19
0002,'10_0',0,Leaf,'10'
0002,'Lost-20_6',6,Loss,20
0002,20,0,Dup,'10'
0002,'10_5',5,Leaf,'10'
0002,22,0,Dup,'10'
0002,'8_0',0,Leaf,'8'
0002,'4_0',0,Leaf,'4'
0002,'19_0',0,Leaf,'19'
0002,26,0,Sp,24
0002,27,0,Sp,25
0002,'9_0',0,Leaf,'9'
0002,'1_0',0,Leaf,'1'
0002,'16_0',0,Leaf,'16'
0002,31,0,Sp,29
0002,32,0,Sp,30
0002,33,0,Sp,31
0002,34,0,Sp,32
0002,'Lost-20_4',4,Loss,20
0002,'Lost-21_4',4,Loss,21
0002,'4_4',4,Leaf,'4'
0002,'19_4',4,Leaf,'19'
0002,39,4,Sp,24
0002,40,4,Sp,25
0002,'8_8',8,Leaf,'8'
0002,'4_8',8,Leaf,'4'
0002,'19_8',8,Leaf,'19'
0002,44,8,Sp,24
0002,45,8,Sp,25
0002,46,4,Dup,25
0002,'9_4',4,Leaf,'9'
0002,'1_4',4,Leaf,'1'
0002,'16_4',4,Leaf,'16'
0002,50,4,Sp,29
0002,51,4,Sp,30
0002,52,4,Sp,31
0002,53,4,Sp,32
0002,54,0,Dup,32
0002,55,0,Sp,33
0002,56,0,Sp,34
0002,'Lost-35_0',0,Loss,35
0002,58,0,Sp,36
0002,'3_0',0,Leaf,'3'
0002,'13_0',0,Leaf,'13'
0002,'13_11',11,Leaf,'13'
0002,62,0,Dup,'13'
0002,63,0,Sp,39
0002,64,0,Sp,40
0002,'6_0',0,Leaf,'6'
0002,'11_0',0,Leaf,'11'
0002,67,0,Sp,43
0002,'6_12',12,Leaf,'6'
0002,'11_12',12,Leaf,'11'
0002,70,12,Sp,43
0002,71,0,Dup,43
0002,72,0,Sp,44
0002,'23_1',1,Leaf,'23'
0002,'17_1',1,Leaf,'17'
0002,75,1,Sp,2
0002,'Lost-7_1',1,Loss,7
0002,77,1,Sp,8
0002,'12_1',1,Leaf,'12'
0002,'14_1',1,Leaf,'14'
0002,'5_1',1,Leaf,'5'
0002,81,1,Sp,12
0002,82,1,Sp,13
0002,'7_1',1,Leaf,'7'
0002,'7_3',3,Leaf,'7'
0002,85,1,Dup,'7'
0002,86,1,Sp,15
0002,'2_1',1,Leaf,'2'
0002,'15_1',1,Leaf,'15'
0002,89,1,Sp,18
0002,90,1,Sp,19
0002,'10_1',1,Leaf,'10'
0002,'10_7',7,Leaf,'10'
0002,93,1,Dup,'10'
0002,'Lost-25_1',1,Loss,25
0002,'9_1',1,Leaf,'9'
0002,'1_1',1,Leaf,'1'
0002,'16_1',1,Leaf,'16'
0002,98,1,Sp,29
0002,99,1,Sp,30
0002,100,1,Sp,31
0002,101,1,Sp,32
0002,102,1,Sp,33
0002,103,1,Sp,34
0002,'22_1',1,Leaf,'22'
0002,'22_9',9,Leaf,'22'
0002,'22_10',10,Leaf,'22'
0002,107,9,Dup,'22'
0002,108,1,Dup,'22'
0002,109,1,Sp,36
0002,'3_1',1,Leaf,'3'
0002,'13_1',1,Leaf,'13'
0002,112,1,Sp,39
0002,113,1,Sp,40
0002,'6_1',1,Leaf,'6'
0002,'11_1',1,Leaf,'11'
0002,116,1,Sp,43
0002,'6_13',13,Leaf,'6'
0002,'11_13',13,Leaf,'11'
0002,119,13,Sp,43
0002,120,1,Dup,43
0002,121,1,Sp,44
0002,122,0,Dup,44
0002,'Lost-47_0',0,Loss,47
0002,124,0,Sp,48
0003,'Lost-2_0',0,Loss,2
0003,'23_1',1,Leaf,'23'
0003,'17_1',1,Leaf,'17'
0003,3,1,Sp,2
0003,'23_2',2,Leaf,'23'
0003,'23_3',3,Leaf,'23'
0003,'23_4',4,Leaf,'23'
0003,'23_5',5,Leaf,'23'
0003,8,4,Dup,'23'
0003,9,3,Dup,'23'
0003,10,2,Dup,'23'
0003,'17_2',2,Leaf,'17'
0003,12,2,Sp,2
0003,13,1,Dup,2
0003,14,0,Dup,2
0003,'20_0',0,Leaf,'20'
0003,'21_0',0,Leaf,'21'
0003,17,0,Sp,5
0003,'Lost-6_0',0,Loss,6
0003,19,0,Sp,7
0003,20,0,Sp,8
0003,'12_0',0,Leaf,'12'
0003,'14_0',0,Leaf,'14'
0003,'5_0',0,Leaf,'5'
0003,24,0,Sp,12
0003,25,0,Sp,13
0003,'12_6',6,Leaf,'12'
0003,'14_6',6,Leaf,'14'
0003,'5_6',6,Leaf,'5'
0003,29,6,Sp,12
0003,30,6,Sp,13
0003,31,0,Dup,13
0003,'7_0',0,Leaf,'7'
0003,33,0,Sp,15
0003,'2_0',0,Leaf,'2'
0003,'15_0',0,Leaf,'15'
0003,36,0,Sp,18
0003,37,0,Sp,19
0003,'10_0',0,Leaf,'10'
0003,'Lost-25_0',0,Loss,25
0003,'9_0',0,Leaf,'9'
0003,'1_0',0,Leaf,'1'
0003,'16_0',0,Leaf,'16'
0003,43,0,Sp,29
0003,44,0,Sp,30
0003,45,0,Sp,31
0003,46,0,Sp,32
0003,47,0,Sp,33
0003,48,0,Sp,34
0003,'22_0',0,Leaf,'22'
0003,50,0,Sp,36
0003,'Lost-39_0',0,Loss,39
0003,52,0,Sp,40
0003,'Lost-43_0',0,Loss,43
0003,54,0,Sp,44
0003,'25_0',0,Leaf,'25'
0003,'24_0',0,Leaf,'24'
0003,57,0,Sp,47
0003,'25_7',7,Leaf,'25'
0003,'24_7',7,Leaf,'24'
0003,60,7,Sp,47
0003,61,0,Dup,47
0003,62,0,Sp,48
0004,'Lost-2_0',0,Loss,2
0004,'20_0',0,Leaf,'20'
0004,'21_0',0,Leaf,'21'
0004,3,0,Sp,5
0004,'18_0',0,Leaf,'18'
0004,'18_2',2,Leaf,'18'
0004,6,0,Dup,'18'
0004,'18_1',1,Leaf,'18'
0004,8,0,Dup,'18'
0004,9,0,Sp,7
0004,10,0,Sp,8
0004,'12_0',0,Leaf,'12'
0004,'14_0',0,Leaf,'14'
0004,'5_0',0,Leaf,'5'
0004,14,0,Sp,12
0004,15,0,Sp,13
0004,'Lost-14_0',0,Loss,14
0004,17,0,Sp,15
0004,'2_0',0,Leaf,'2'
0004,'15_0',0,Leaf,'15'
0004,20,0,Sp,18
0004,21,0,Sp,19
0004,'10_0',0,Leaf,'10'
0004,'8_0',0,Leaf,'8'
0004,'4_0',0,Leaf,'4'
0004,'19_0',0,Leaf,'19'
0004,26,0,Sp,24
0004,27,0,Sp,25
0004,'9_0',0,Leaf,'9'
0004,'1_0',0,Leaf,'1'
0004,'16_0',0,Leaf,'16'
0004,31,0,Sp,29
0004,32,0,Sp,30
0004,33,0,Sp,31
0004,34,0,Sp,32
0004,35,0,Sp,33
0004,36,0,Sp,34
0004,'22_0',0,Leaf,'22'
0004,38,0,Sp,36
0004,'Lost-39_0',0,Loss,39
0004,40,0,Sp,40
0004,'Lost-43_0',0,Loss,43
0004,42,0,Sp,44
0004,'25_0',0,Leaf,'25'
0004,'24_0',0,Leaf,'24'
0004,45,0,Sp,47
0004,46,0,Sp,48
0005,'Lost-40_0',0,Loss,40
0005,'Lost-41_0',0,Loss,41
0005,'11_0',0,Leaf,'11'
0005,3,0,Sp,43
0005,4,0,Sp,44
0005,'Lost-47_0',0,Loss,47
0005,'Lost-45_1',1,Loss,45
0005,'24_1',1,Leaf,'24'
0005,8,1,Sp,47
0005,9,0,Dup,47
0005,10,0,Sp,48
0006,'Lost-2_0',0,Loss,2
0006,'Lost-2_1',1,Loss,2
0006,2,0,Dup,2
0006,'Lost-7_0',0,Loss,7
0006,4,0,Sp,8
0006,'12_0',0,Leaf,'12'
0006,'14_0',0,Leaf,'14'
0006,'5_0',0,Leaf,'5'
0006,8,0,Sp,12
0006,9,0,Sp,13
0006,'7_0',0,Leaf,'7'
0006,11,0,Sp,15
0006,'2_0',0,Leaf,'2'
0006,'15_0',0,Leaf,'15'
0006,14,0,Sp,18
0006,15,0,Sp,19
0006,'10_0',0,Leaf,'10'
0006,'Lost-21_0',0,Loss,21
0006,'4_0',0,Leaf,'4'
0006,'4_2',2,Leaf,'4'
0006,20,0,Dup,'4'
0006,'19_0',0,Leaf,'19'
0006,22,0,Sp,24
0006,23,0,Sp,25
0006,'9_0',0,Leaf,'9'
0006,'1_0',0,Leaf,'1'
0006,'16_0',0,Leaf,'16'
0006,27,0,Sp,29
0006,28,0,Sp,30
0006,29,0,Sp,31
0006,30,0,Sp,32
0006,31,0,Sp,33
0006,32,0,Sp,34
0006,'22_0',0,Leaf,'22'
0006,34,0,Sp,36
0006,'3_0',0,Leaf,'3'
0006,'13_0',0,Leaf,'13'
0006,37,0,Sp,39
0006,38,0,Sp,40
0006,'Lost-43_0',0,Loss,43
0006,'Lost-43_3',3,Loss,43
0006,41,0,Dup,43
0006,42,0,Sp,44
0006,'Lost-47_0',0,Loss,47
0006,44,0,Sp,48
0007,'23_0',0,Leaf,'23'
0007,'17_0',0,Leaf,'17'
0007,2,0,Sp,2
0007,'20_0',0,Leaf,'20'
0007,'21_0',0,Leaf,'21'
0007,5,0,Sp,5
0007,'18_0',0,Leaf,'18'
0007,7,0,Sp,7
0007,8,0,Sp,8
0007,'Lost-13_0',0,Loss,13
0007,'7_0',0,Leaf,'7'
0007,'7_11',11,Leaf,'7'
0007,12,0,Dup,'7'
0007,13,0,Sp,15
0007,'2_0',0,Leaf,'2'
0007,'15_0',0,Leaf,'15'
0007,'15_12',12,Leaf,'15'
0007,17,0,Dup,'15'
0007,18,0,Sp,18
0007,19,0,Sp,19
0007,'10_0',0,Leaf,'10'
0007,'8_0',0,Leaf,'8'
0007,'4_0',0,Leaf,'4'
0007,'19_0',0,Leaf,'19'
0007,24,0,Sp,24
0007,25,0,Sp,25
0007,'8_15',15,Leaf,'8'
0007,'4_15',15,Leaf,'4'
0007,'4_17',17,Leaf,'4'
0007,29,15,Dup,'4'
0007,'19_15',15,Leaf,'19'
0007,'19_18',18,Leaf,'19'
0007,32,15,Dup,'19'
0007,33,15,Sp,24
0007,'4_16',16,Leaf,'4'
0007,'19_16',16,Leaf,'19'
0007,36,16,Sp,24
0007,37,15,Dup,24
0007,38,15,Sp,25
0007,39,0,Dup,25
0007,'Lost-30_0',0,Loss,30
0007,41,0,Sp,31
0007,42,0,Sp,32
0007,'10_13',13,Leaf,'10'
0007,'8_13',13,Leaf,'8'
0007,'4_13',13,Leaf,'4'
0007,'Lost-23_13',13,Loss,23
0007,47,13,Sp,24
0007,48,13,Sp,25
0007,'9_13',13,Leaf,'9'
0007,'1_13',13,Leaf,'1'
0007,'16_13',13,Leaf,'16'
0007,52,13,Sp,29
0007,53,13,Sp,30
0007,54,13,Sp,31
0007,55,13,Sp,32
0007,56,0,Dup,32
0007,57,0,Sp,33
0007,58,0,Sp,34
0007,'22_0',0,Leaf,'22'
0007,60,0,Sp,36
0007,'3_0',0,Leaf,'3'
0007,'13_0',0,Leaf,'13'
0007,63,0,Sp,39
0007,64,0,Sp,40
0007,'23_2',2,Leaf,'23'
0007,'17_2',2,Leaf,'17'
0007,67,2,Sp,2
0007,'23_4',4,Leaf,'23'
0007,'17_4',4,Leaf,'17'
0007,'17_5',5,Leaf,'17'
0007,71,4,Dup,'17'
0007,72,4,Sp,2
0007,73,2,Dup,2
0007,'20_2',2,Leaf,'20'
0007,'21_2',2,Leaf,'21'
0007,'21_6',6,Leaf,'21'
0007,77,2,Dup,'21'
0007,78,2,Sp,5
0007,'Lost-6_2',2,Loss,6
0007,80,2,Sp,7
0007,81,2,Sp,8
0007,'Lost-9_2',2,Loss,9
0007,'14_2',2,Leaf,'14'
0007,'5_2',2,Leaf,'5'
0007,85,2,Sp,12
0007,86,2,Sp,13
0007,'12_10',10,Leaf,'12'
